connection_id,user_id,country,country_name,city,timezone,device,internet_speed_mbps,connected_at,related_country
C00249,U1439,IT,Italy,Rome,Europe/Rome,desktop,93.2,2026-02-11T21:43:31.814Z,FR
C00250,U1288,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,54.8,2026-03-24T21:00:11.668Z,IT
C00251,U1327,ES,Spain,Madrid,Europe/Madrid,mobile,35.8,2026-01-02T19:08:23.976Z,IT
C00252,U1482,GB,United Kingdom,London,Europe/London,desktop,78.2,2026-01-27T02:11:51.283Z,SE
C00253,U1333,IN,India,Mumbai,Asia/Kolkata,desktop,69.9,2026-04-13T18:33:33.958Z,AU
C00254,U1779,DE,Germany,Berlin,Europe/Berlin,desktop,121.4,2026-03-12T10:04:58.936Z,PL
C00255,U1516,GB,United Kingdom,London,Europe/London,mobile,56,2026-04-20T05:29:12.999Z,SE
C00256,U1345,IN,India,Mumbai,Asia/Kolkata,desktop,70.7,2026-03-27T11:37:32.430Z,JP
C00257,U1011,CA,Canada,Toronto,America/Toronto,mobile,28.7,2026-01-14T12:24:11.406Z,SE
C00258,U1361,IN,India,Mumbai,Asia/Kolkata,mobile,38.4,2026-01-18T14:12:11.526Z,KR
C00259,U1123,US,United States,New York,America/New_York,desktop,70.9,2026-02-16T22:56:19.906Z,MX
C00260,U1224,BR,Brazil,São Paulo,America/Sao_Paulo,tablet,56.8,2026-04-01T11:40:27.224Z,US
C00261,U1341,US,United States,New York,America/New_York,desktop,65.9,2026-02-12T13:18:17.971Z,CA
C00262,U1366,MX,Mexico,Mexico City,America/Mexico_City,mobile,38.7,2026-02-02T18:00:53.834Z,SG
C00263,U1429,US,United States,New York,America/New_York,desktop,93,2026-03-07T13:18:06.218Z,BR
C00264,U1023,IN,India,Mumbai,Asia/Kolkata,desktop,73.9,2026-02-09T20:28:10.034Z,SG
C00265,U1682,FR,France,Paris,Europe/Paris,mobile,56.5,2026-02-26T21:00:41.758Z,GB
C00266,U1711,US,United States,New York,America/New_York,desktop,87,2026-01-26T02:59:04.573Z,FR
C00267,U1310,DE,Germany,Berlin,Europe/Berlin,desktop,117.9,2026-01-23T23:33:34.790Z,NL
C00268,U1703,US,United States,New York,America/New_York,mobile,33.5,2026-02-16T04:01:20.473Z,MX
C00269,U1408,IT,Italy,Rome,Europe/Rome,desktop,104.6,2026-01-04T13:39:33.696Z,FR
C00270,U1125,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,96.8,2026-02-16T17:00:58.753Z,ZA
C00271,U1767,US,United States,New York,America/New_York,mobile,45.7,2026-04-18T11:55:45.011Z,BR
C00272,U1784,KR,South Korea,Seoul,Asia/Seoul,mobile,84.4,2026-01-29T19:09:29.138Z,IN
C00273,U1478,GB,United Kingdom,London,Europe/London,tablet,68.4,2026-04-14T05:15:20.200Z,PL
C00274,U1175,IN,India,Mumbai,Asia/Kolkata,mobile,49.7,2026-02-06T10:05:01.846Z,KR
C00275,U1618,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,45.9,2026-03-18T09:31:14.864Z,MX
C00276,U1130,AU,Australia,Sydney,Australia/Sydney,mobile,37.5,2026-01-10T07:12:34.552Z,KR
C00277,U1629,SG,Singapore,Singapore,Asia/Singapore,mobile,57.2,2026-04-01T13:30:23.179Z,JP
C00278,U1669,MX,Mexico,Mexico City,America/Mexico_City,desktop,90.4,2026-04-15T21:49:13.470Z,PL
C00279,U1606,DE,Germany,Berlin,Europe/Berlin,mobile,65,2026-02-23T22:54:10.184Z,SE
C00280,U1750,SE,Sweden,Stockholm,Europe/Stockholm,desktop,102.9,2026-01-25T19:05:56.722Z,IN
C00281,U1701,US,United States,New York,America/New_York,desktop,81.2,2026-03-04T12:58:46.780Z,BR
C00282,U1519,JP,Japan,Tokyo,Asia/Tokyo,mobile,59.2,2026-03-22T16:42:20.134Z,MX
C00283,U1106,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,95.2,2026-03-17T11:41:49.263Z,IT
C00284,U1121,FR,France,Paris,Europe/Paris,desktop,78.5,2026-03-24T00:47:44.701Z,AU
C00285,U1353,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,87.6,2026-01-09T15:36:25.748Z,US
C00286,U1419,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,80.9,2026-01-04T11:34:42.441Z,IT
C00287,U1469,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,104.1,2026-04-26T07:21:44.371Z,ZA
C00288,U1770,IT,Italy,Rome,Europe/Rome,mobile,29.3,2026-02-17T15:01:45.446Z,ES
C00289,U1558,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,108.2,2026-01-03T19:30:32.162Z,ES
C00290,U1467,US,United States,New York,America/New_York,mobile,48.2,2026-01-10T05:18:34.946Z,MX
C00291,U1555,US,United States,New York,America/New_York,desktop,72.5,2026-04-04T20:12:11.592Z,CA
C00292,U1265,SG,Singapore,Singapore,Asia/Singapore,desktop,104.2,2026-01-07T14:03:07.259Z,IN
C00293,U1011,IN,India,Mumbai,Asia/Kolkata,desktop,70.1,2026-02-24T17:21:38.741Z,SG
C00294,U1104,IN,India,Mumbai,Asia/Kolkata,mobile,51.1,2026-03-20T17:54:59.040Z,KR
C00295,U1236,GB,United Kingdom,London,Europe/London,mobile,35.6,2026-02-20T10:59:36.441Z,FR
C00296,U1196,DE,Germany,Berlin,Europe/Berlin,tablet,70.8,2026-02-26T09:57:48.574Z,NL
C00297,U1301,SE,Sweden,Stockholm,Europe/Stockholm,tablet,101.3,2026-02-23T23:02:01.290Z,JP
C00298,U1526,KR,South Korea,Seoul,Asia/Seoul,desktop,97.5,2026-04-06T19:57:14.778Z,IN
C00299,U1688,IN,India,Mumbai,Asia/Kolkata,mobile,27.2,2026-04-26T22:51:36.596Z,AU
C00300,U1662,IN,India,Mumbai,Asia/Kolkata,mobile,50.4,2026-04-22T21:15:32.550Z,KR
C00301,U1161,ES,Spain,Madrid,Europe/Madrid,mobile,46.4,2026-03-05T15:52:55.141Z,ZA
C00302,U1617,US,United States,New York,America/New_York,desktop,94.7,2026-03-02T00:09:16.010Z,GB
C00303,U1378,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,72.6,2026-04-03T13:01:15.014Z,US
C00304,U1391,IN,India,Mumbai,Asia/Kolkata,desktop,88,2026-03-31T20:07:54.839Z,BR
C00305,U1566,DE,Germany,Berlin,Europe/Berlin,mobile,71.4,2026-01-06T06:25:59.616Z,GB
C00306,U1657,SG,Singapore,Singapore,Asia/Singapore,tablet,98.9,2026-01-23T17:37:56.741Z,KR
C00307,U1005,FR,France,Paris,Europe/Paris,mobile,36.9,2026-01-20T08:48:11.662Z,KR
C00308,U1127,FR,France,Paris,Europe/Paris,mobile,27.6,2026-02-28T18:12:07.452Z,DE
C00309,U1603,CA,Canada,Toronto,America/Toronto,mobile,35.4,2026-02-03T09:08:07.838Z,MX
C00310,U1012,MX,Mexico,Mexico City,America/Mexico_City,desktop,92.3,2026-03-05T20:59:50.647Z,CA
C00311,U1617,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,95,2026-01-23T20:14:27.034Z,CA
C00312,U1506,IN,India,Mumbai,Asia/Kolkata,desktop,75.3,2026-02-17T21:42:24.410Z,JP
C00313,U1770,DE,Germany,Berlin,Europe/Berlin,mobile,71.6,2026-01-12T01:54:41.728Z,PL
C00314,U1555,PL,Poland,Warsaw,Europe/Warsaw,desktop,76,2026-01-11T20:34:17.865Z,NL
C00315,U1633,GB,United Kingdom,London,Europe/London,mobile,43.6,2026-02-24T15:00:40.329Z,CA
C00316,U1176,IN,India,Mumbai,Asia/Kolkata,mobile,41.7,2026-04-06T17:55:34.176Z,AU
C00317,U1223,ZA,South Africa,Cape Town,Africa/Johannesburg,mobile,35.8,2026-01-28T09:50:20.166Z,ZA
C00318,U1736,AU,Australia,Sydney,Australia/Sydney,desktop,70.8,2026-03-15T15:08:25.890Z,NL
C00319,U1640,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,99.5,2026-02-11T18:47:17.493Z,CA
C00320,U1177,KR,South Korea,Seoul,Asia/Seoul,tablet,65.9,2026-01-19T04:37:23.062Z,IN
C00321,U1467,JP,Japan,Tokyo,Asia/Tokyo,desktop,126.7,2026-01-21T21:09:22.240Z,KR
C00322,U1696,US,United States,New York,America/New_York,mobile,46.3,2026-02-02T17:37:04.173Z,JP
C00323,U1464,US,United States,New York,America/New_York,mobile,30.2,2026-01-23T19:00:24.498Z,CA
C00324,U1793,MX,Mexico,Mexico City,America/Mexico_City,desktop,82.4,2026-01-10T00:04:49.910Z,IT
C00325,U1079,FR,France,Paris,Europe/Paris,desktop,100.4,2026-04-16T04:32:39.863Z,DE
C00326,U1418,GB,United Kingdom,London,Europe/London,desktop,70.4,2026-02-26T09:46:38.281Z,IT
C00327,U1397,IN,India,Mumbai,Asia/Kolkata,desktop,87.3,2026-04-22T10:25:18.118Z,AU
C00328,U1213,IT,Italy,Rome,Europe/Rome,tablet,44.6,2026-01-14T10:32:43.388Z,FR
C00329,U1337,AU,Australia,Sydney,Australia/Sydney,mobile,60,2026-03-18T05:06:47.638Z,JP
C00330,U1167,IN,India,Mumbai,Asia/Kolkata,desktop,85,2026-02-23T04:36:24.134Z,JP
C00331,U1484,GB,United Kingdom,London,Europe/London,desktop,103.9,2026-01-28T05:40:23.755Z,ES
C00332,U1129,FR,France,Paris,Europe/Paris,tablet,55.4,2026-03-07T11:08:32.161Z,IT
C00333,U1436,US,United States,New York,America/New_York,mobile,39.1,2026-02-27T03:41:20.009Z,BR
C00334,U1246,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,80.3,2026-03-19T12:20:58.521Z,CA
C00335,U1190,IN,India,Mumbai,Asia/Kolkata,mobile,57.8,2026-02-09T10:36:58.104Z,AU
C00336,U1247,SG,Singapore,Singapore,Asia/Singapore,desktop,125.2,2026-04-08T18:44:12.930Z,KR
C00337,U1071,FR,France,Paris,Europe/Paris,desktop,93.9,2026-04-18T11:55:28.337Z,DE
C00338,U1608,DE,Germany,Berlin,Europe/Berlin,mobile,62.6,2026-02-07T12:45:19.863Z,ES
C00339,U1492,DE,Germany,Berlin,Europe/Berlin,desktop,90.7,2026-01-15T04:03:28.731Z,NL
C00340,U1390,US,United States,New York,America/New_York,mobile,62.9,2026-01-04T13:56:34.188Z,BR
C00341,U1686,ZA,South Africa,Cape Town,Africa/Johannesburg,mobile,28.3,2026-02-17T15:49:03.328Z,CA
C00342,U1575,FR,France,Paris,Europe/Paris,desktop,69,2026-02-04T21:05:36.703Z,ES
C00343,U1494,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,46.7,2026-04-10T01:02:59.173Z,CA
C00344,U1526,US,United States,New York,America/New_York,desktop,103.5,2026-03-30T00:24:35.659Z,CA
C00345,U1697,FR,France,Paris,Europe/Paris,mobile,34.9,2026-04-05T23:35:26.105Z,SE
C00346,U1513,US,United States,New York,America/New_York,desktop,72.8,2026-01-28T22:49:42.516Z,CA
C00347,U1376,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,81.6,2026-04-30T12:02:11.476Z,MX
C00348,U1639,IT,Italy,Rome,Europe/Rome,desktop,103.3,2026-03-05T17:43:37.181Z,GB
C00349,U1742,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,71.8,2026-03-14T16:34:09.499Z,MX
C00350,U1712,GB,United Kingdom,London,Europe/London,mobile,52.3,2026-01-08T17:59:10.027Z,FR
C00351,U1604,IN,India,Mumbai,Asia/Kolkata,desktop,75.1,2026-03-23T07:42:31.678Z,KR
C00352,U1270,IN,India,Mumbai,Asia/Kolkata,mobile,35.1,2026-02-15T15:05:54.406Z,JP
C00353,U1478,US,United States,New York,America/New_York,mobile,45,2026-04-15T08:29:34.484Z,MX
C00354,U1294,DE,Germany,Berlin,Europe/Berlin,mobile,50.3,2026-03-29T02:57:04.778Z,ES
C00355,U1483,US,United States,New York,America/New_York,desktop,84.1,2026-03-09T05:10:13.667Z,MX
C00356,U1701,GB,United Kingdom,London,Europe/London,desktop,81.9,2026-04-20T18:05:04.615Z,FR
C00357,U1381,JP,Japan,Tokyo,Asia/Tokyo,desktop,109.9,2026-02-17T21:20:17.751Z,SG
C00358,U1338,JP,Japan,Tokyo,Asia/Tokyo,desktop,118,2026-04-09T23:34:02.117Z,SG
C00359,U1556,US,United States,New York,America/New_York,tablet,52.8,2026-01-13T09:04:03.817Z,BR
C00360,U1464,GB,United Kingdom,London,Europe/London,mobile,33.5,2026-01-20T12:55:23.126Z,IT
C00361,U1024,GB,United Kingdom,London,Europe/London,desktop,97.3,2026-03-18T07:08:11.880Z,BR
C00362,U1701,US,United States,New York,America/New_York,desktop,77.9,2026-01-30T04:54:24.288Z,MX
C00363,U1571,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,62.2,2026-02-14T19:31:07.233Z,IT
C00364,U1355,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,89.4,2026-03-02T14:08:18.534Z,US
C00365,U1450,US,United States,New York,America/New_York,mobile,58,2026-03-27T02:52:32.339Z,MX
C00366,U1079,US,United States,New York,America/New_York,mobile,63,2026-04-09T21:44:28.913Z,BR
C00367,U1019,GB,United Kingdom,London,Europe/London,mobile,54.7,2026-04-29T15:39:22.313Z,SE
C00368,U1462,US,United States,New York,America/New_York,tablet,63.1,2026-04-11T02:04:03.686Z,MX
C00369,U1085,IN,India,Mumbai,Asia/Kolkata,desktop,79.2,2026-04-19T23:51:37.924Z,AU
C00370,U1057,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,95.1,2026-02-04T09:46:40.328Z,SG
C00371,U1406,PL,Poland,Warsaw,Europe/Warsaw,desktop,71.7,2026-01-28T05:10:53.231Z,FR
C00372,U1140,NL,Netherlands,Amsterdam,Europe/Amsterdam,tablet,65.9,2026-02-13T22:56:37.178Z,FR
C00373,U1279,JP,Japan,Tokyo,Asia/Tokyo,desktop,101,2026-02-19T20:20:42.494Z,BR
C00374,U1790,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,73.1,2026-02-27T15:17:54.204Z,SG
C00375,U1243,DE,Germany,Berlin,Europe/Berlin,mobile,86.8,2026-03-24T19:54:48.299Z,IT
C00376,U1378,GB,United Kingdom,London,Europe/London,desktop,98.6,2026-01-27T15:42:28.381Z,DE
C00377,U1755,KR,South Korea,Seoul,Asia/Seoul,desktop,123.1,2026-04-07T01:23:42.661Z,JP
C00378,U1085,JP,Japan,Tokyo,Asia/Tokyo,desktop,110.3,2026-03-19T13:47:03.960Z,IN
C00379,U1188,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,78.1,2026-02-27T19:20:43.084Z,ZA
C00380,U1079,FR,France,Paris,Europe/Paris,tablet,43.1,2026-02-01T18:11:45.853Z,NL
C00381,U1196,IN,India,Mumbai,Asia/Kolkata,mobile,54.1,2026-04-25T22:26:27.668Z,JP
C00382,U1011,SE,Sweden,Stockholm,Europe/Stockholm,desktop,94.4,2026-02-15T18:04:00.484Z,ES
C00383,U1401,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,59.3,2026-02-15T03:33:18.462Z,DE
C00384,U1131,AU,Australia,Sydney,Australia/Sydney,mobile,48.9,2026-03-30T07:17:27.952Z,IN
C00385,U1084,IN,India,Mumbai,Asia/Kolkata,desktop,87.4,2026-04-01T04:26:17.788Z,SG
C00386,U1591,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,66.9,2026-03-27T16:44:29.901Z,CA
C00387,U1196,GB,United Kingdom,London,Europe/London,mobile,34.7,2026-02-17T20:08:50.236Z,IT
C00388,U1483,ES,Spain,Madrid,Europe/Madrid,tablet,53.9,2026-01-02T10:21:22.494Z,PL
C00389,U1371,CA,Canada,Toronto,America/Toronto,desktop,83.9,2026-03-16T05:00:35.597Z,US
C00390,U1092,MX,Mexico,Mexico City,America/Mexico_City,mobile,62.1,2026-04-01T17:53:24.096Z,US
C00391,U1763,US,United States,New York,America/New_York,mobile,61.8,2026-04-16T01:16:52.919Z,IT
C00392,U1439,ES,Spain,Madrid,Europe/Madrid,mobile,39.8,2026-03-14T18:45:43.629Z,GB
C00393,U1237,FR,France,Paris,Europe/Paris,desktop,67.8,2026-01-01T01:43:09.625Z,IT
C00394,U1167,IN,India,Mumbai,Asia/Kolkata,mobile,50.2,2026-01-09T22:50:52.681Z,AU
C00395,U1286,GB,United Kingdom,London,Europe/London,desktop,97,2026-03-07T06:01:00.366Z,IT
C00396,U1615,DE,Germany,Berlin,Europe/Berlin,mobile,75.1,2026-03-13T18:27:28.896Z,ES
C00397,U1329,KR,South Korea,Seoul,Asia/Seoul,desktop,112.8,2026-01-18T21:40:26.011Z,IN
C00398,U1648,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,75.3,2026-01-07T04:54:14.711Z,ZA
C00399,U1182,US,United States,New York,America/New_York,desktop,94.5,2026-04-11T03:31:15.987Z,BR
C00400,U1316,GB,United Kingdom,London,Europe/London,desktop,77.9,2026-02-10T21:24:28.012Z,FR
C00401,U1102,FR,France,Paris,Europe/Paris,desktop,79,2026-04-21T05:03:35.879Z,PL
C00402,U1120,IT,Italy,Rome,Europe/Rome,mobile,50.4,2026-03-21T18:11:19.601Z,GB
C00403,U1795,GB,United Kingdom,London,Europe/London,desktop,85,2026-03-30T12:40:39.281Z,SE
C00404,U1101,DE,Germany,Berlin,Europe/Berlin,desktop,92,2026-04-07T21:44:14.816Z,SE
C00405,U1726,US,United States,New York,America/New_York,desktop,71.3,2026-03-17T19:30:24.393Z,MX
C00406,U1700,ES,Spain,Madrid,Europe/Madrid,mobile,42,2026-03-15T15:59:33.550Z,PL
C00407,U1147,GB,United Kingdom,London,Europe/London,mobile,39.6,2026-03-17T11:37:45.609Z,NL
C00408,U1544,US,United States,New York,America/New_York,mobile,42.9,2026-01-08T14:47:41.048Z,MX
C00409,U1127,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,99.1,2026-03-17T18:51:56.217Z,US
C00410,U1011,ES,Spain,Madrid,Europe/Madrid,mobile,55.3,2026-04-07T19:01:02.832Z,SE
C00411,U1620,GB,United Kingdom,London,Europe/London,desktop,89.8,2026-03-06T12:13:33.196Z,SG
C00412,U1714,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,52.6,2026-04-30T14:43:49.706Z,MX
C00413,U1069,IN,India,Mumbai,Asia/Kolkata,desktop,85.6,2026-03-04T21:56:42.107Z,AU
C00414,U1205,FR,France,Paris,Europe/Paris,tablet,76.7,2026-01-25T05:41:40.737Z,DE
C00415,U1234,SE,Sweden,Stockholm,Europe/Stockholm,desktop,124.2,2026-01-04T19:38:56.798Z,NL
C00416,U1154,JP,Japan,Tokyo,Asia/Tokyo,mobile,86,2026-01-30T06:51:19.662Z,KR
C00417,U1221,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,100.9,2026-02-19T09:32:21.870Z,DE
C00418,U1597,DE,Germany,Berlin,Europe/Berlin,desktop,120.2,2026-04-08T18:44:59.720Z,AU
C00419,U1625,IT,Italy,Rome,Europe/Rome,mobile,53.6,2026-01-28T05:34:45.150Z,PL
C00420,U1402,US,United States,New York,America/New_York,tablet,60.8,2026-04-09T15:37:57.341Z,CA
C00421,U1635,JP,Japan,Tokyo,Asia/Tokyo,desktop,111.6,2026-03-04T07:52:08.765Z,SG
C00422,U1113,PL,Poland,Warsaw,Europe/Warsaw,mobile,55.5,2026-02-21T07:30:35.781Z,ES
C00423,U1359,IN,India,Mumbai,Asia/Kolkata,desktop,86.2,2026-04-07T18:05:30.800Z,AU
C00424,U1251,IN,India,Mumbai,Asia/Kolkata,mobile,34.1,2026-03-11T11:04:45.848Z,JP
C00425,U1335,PL,Poland,Warsaw,Europe/Warsaw,desktop,100.1,2026-03-31T03:10:35.248Z,DE
C00426,U1038,IN,India,Mumbai,Asia/Kolkata,mobile,48.6,2026-01-22T02:45:17.344Z,AU
C00427,U1742,KR,South Korea,Seoul,Asia/Seoul,mobile,79.6,2026-01-25T14:26:44.210Z,JP
C00428,U1554,IT,Italy,Rome,Europe/Rome,tablet,65.5,2026-04-22T05:39:21.859Z,JP
C00429,U1490,AU,Australia,Sydney,Australia/Sydney,tablet,48.9,2026-02-14T09:27:29.010Z,SG
C00430,U1352,US,United States,New York,America/New_York,desktop,85.8,2026-02-24T01:11:21.217Z,MX
C00431,U1233,DE,Germany,Berlin,Europe/Berlin,desktop,120.8,2026-02-11T04:47:21.140Z,ZA
C00432,U1406,IN,India,Mumbai,Asia/Kolkata,tablet,55.9,2026-02-18T03:06:37.435Z,BR
C00433,U1235,GB,United Kingdom,London,Europe/London,tablet,58.5,2026-01-02T06:06:26.981Z,NL
C00434,U1223,US,United States,New York,America/New_York,desktop,74.8,2026-04-15T04:14:01.458Z,BR
C00435,U1223,IN,India,Mumbai,Asia/Kolkata,tablet,42.4,2026-01-25T11:51:54.465Z,KR
C00436,U1484,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,51.4,2026-02-28T01:04:16.741Z,ES
C00437,U1620,IN,India,Mumbai,Asia/Kolkata,desktop,69.3,2026-04-14T10:18:01.542Z,MX
C00438,U1429,PL,Poland,Warsaw,Europe/Warsaw,tablet,64.2,2026-01-24T04:11:48.547Z,IT
C00439,U1533,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,103.2,2026-01-09T00:18:45.743Z,DE
C00440,U1076,NL,Netherlands,Amsterdam,Europe/Amsterdam,tablet,81.5,2026-01-15T12:48:09.545Z,IT
C00441,U1039,SG,Singapore,Singapore,Asia/Singapore,mobile,75.7,2026-04-27T07:09:25.944Z,JP
C00442,U1566,US,United States,New York,America/New_York,desktop,86.8,2026-01-04T15:22:37.108Z,BR
C00443,U1098,DE,Germany,Berlin,Europe/Berlin,desktop,99.9,2026-04-05T05:21:09.571Z,ES
C00444,U1428,IN,India,Mumbai,Asia/Kolkata,mobile,55.1,2026-02-10T07:40:51.081Z,ES
C00445,U1746,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,56.5,2026-01-28T09:09:27.456Z,US
C00446,U1554,CA,Canada,Toronto,America/Toronto,desktop,80.4,2026-03-10T00:44:07.862Z,MX
C00447,U1641,US,United States,New York,America/New_York,desktop,73.4,2026-03-22T10:40:48.910Z,MX
C00448,U1080,FR,France,Paris,Europe/Paris,desktop,86.1,2026-03-18T01:29:09.852Z,DE
C00449,U1237,BR,Brazil,São Paulo,America/Sao_Paulo,desktop,103.7,2026-02-09T21:41:19.198Z,FR
C00450,U1617,AU,Australia,Sydney,Australia/Sydney,mobile,50.8,2026-02-10T09:08:52.973Z,PL
C00451,U1395,GB,United Kingdom,London,Europe/London,mobile,49.5,2026-02-14T03:39:08.223Z,SE
C00452,U1597,GB,United Kingdom,London,Europe/London,desktop,86.2,2026-03-30T11:25:58.214Z,FR
C00453,U1245,KR,South Korea,Seoul,Asia/Seoul,mobile,74.5,2026-04-14T12:10:09.192Z,IN
C00454,U1014,IT,Italy,Rome,Europe/Rome,mobile,59.7,2026-02-26T23:20:28.728Z,GB
C00455,U1195,FR,France,Paris,Europe/Paris,mobile,43.2,2026-01-30T00:17:56.257Z,ZA
C00456,U1701,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,55.9,2026-02-05T01:49:34.148Z,SE
C00457,U1261,ES,Spain,Madrid,Europe/Madrid,mobile,59.5,2026-04-10T20:05:39.067Z,BR
C00458,U1255,US,United States,New York,America/New_York,desktop,93,2026-01-30T13:06:41.602Z,BR
C00459,U1443,DE,Germany,Berlin,Europe/Berlin,mobile,58.3,2026-04-15T04:08:59.306Z,ES
C00460,U1323,CA,Canada,Toronto,America/Toronto,desktop,97.8,2026-04-24T18:07:55.720Z,BR
C00461,U1110,SE,Sweden,Stockholm,Europe/Stockholm,mobile,51.5,2026-04-08T13:39:41.358Z,IT
C00462,U1498,US,United States,New York,America/New_York,desktop,86.6,2026-02-17T01:29:22.662Z,GB
C00463,U1776,AU,Australia,Sydney,Australia/Sydney,mobile,34.9,2026-03-03T17:00:52.140Z,KR
C00464,U1575,JP,Japan,Tokyo,Asia/Tokyo,tablet,104.5,2026-01-01T20:23:04.024Z,AU
C00465,U1002,MX,Mexico,Mexico City,America/Mexico_City,tablet,64.5,2026-03-26T00:01:56.388Z,BR
C00466,U1562,CA,Canada,Toronto,America/Toronto,mobile,37.7,2026-04-20T16:12:52.823Z,US
C00467,U1744,US,United States,New York,America/New_York,tablet,58,2026-04-29T11:43:54.878Z,MX
C00468,U1644,IN,India,Mumbai,Asia/Kolkata,mobile,53.3,2026-02-23T08:04:12.804Z,AU
C00469,U1292,ZA,South Africa,Cape Town,Africa/Johannesburg,tablet,43.6,2026-04-05T21:55:45.050Z,US
C00470,U1678,DE,Germany,Berlin,Europe/Berlin,mobile,74.8,2026-04-25T07:55:57.870Z,ES
C00471,U1157,KR,South Korea,Seoul,Asia/Seoul,desktop,107.8,2026-04-08T10:27:08.188Z,SG
C00472,U1714,IN,India,Mumbai,Asia/Kolkata,desktop,72.7,2026-01-26T05:50:19.254Z,JP
C00473,U1593,GB,United Kingdom,London,Europe/London,desktop,101.6,2026-01-24T20:35:07.009Z,PL
C00474,U1715,FR,France,Paris,Europe/Paris,desktop,71.7,2026-03-02T13:25:53.056Z,GB
C00475,U1363,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,109.3,2026-02-17T07:44:54.808Z,GB
C00476,U1492,GB,United Kingdom,London,Europe/London,mobile,40.9,2026-01-31T06:07:57.456Z,PL
C00477,U1558,GB,United Kingdom,London,Europe/London,mobile,48.3,2026-01-07T04:16:38.836Z,DE
C00478,U1172,JP,Japan,Tokyo,Asia/Tokyo,mobile,72.3,2026-04-08T09:41:59.387Z,IN
C00479,U1499,PL,Poland,Warsaw,Europe/Warsaw,desktop,95.7,2026-03-19T22:13:59.508Z,GB
C00480,U1409,IN,India,Mumbai,Asia/Kolkata,tablet,54.9,2026-03-11T21:12:11.083Z,SG
C00481,U1162,US,United States,New York,America/New_York,tablet,65.4,2026-02-10T07:20:26.109Z,SG
C00482,U1565,GB,United Kingdom,London,Europe/London,desktop,97.7,2026-04-10T22:12:58.311Z,SE
C00483,U1789,US,United States,New York,America/New_York,mobile,29.8,2026-02-01T21:45:35.984Z,MX
C00484,U1509,KR,South Korea,Seoul,Asia/Seoul,mobile,59.3,2026-02-13T19:27:50.138Z,AU
C00485,U1658,ZA,South Africa,Cape Town,Africa/Johannesburg,desktop,103,2026-04-06T10:29:20.669Z,ZA
C00486,U1439,NL,Netherlands,Amsterdam,Europe/Amsterdam,desktop,128.8,2026-02-17T04:43:20.014Z,GB
C00487,U1286,IN,India,Mumbai,Asia/Kolkata,desktop,65.1,2026-02-01T22:02:05.649Z,AU
C00488,U1122,MX,Mexico,Mexico City,America/Mexico_City,mobile,37.8,2026-01-08T07:07:40.526Z,IT
C00489,U1073,US,United States,New York,America/New_York,mobile,50.1,2026-01-11T07:21:55.533Z,CA
C00490,U1056,NL,Netherlands,Amsterdam,Europe/Amsterdam,mobile,52.3,2026-01-13T19:31:19.418Z,ZA
C00491,U1077,IT,Italy,Rome,Europe/Rome,mobile,54.2,2026-04-08T11:57:48.318Z,AU
C00492,U1356,IN,India,Mumbai,Asia/Kolkata,desktop,104.8,2026-02-23T10:37:31.198Z,ES
C00493,U1422,JP,Japan,Tokyo,Asia/Tokyo,mobile,83.6,2026-04-27T12:51:27.666Z,FR
C00494,U1355,BR,Brazil,São Paulo,America/Sao_Paulo,mobile,34.1,2026-03-27T12:00:19.580Z,DE
C00495,U1582,JP,Japan,Tokyo,Asia/Tokyo,mobile,55,2026-02-14T15:22:54.645Z,KR
C00496,U1503,PL,Poland,Warsaw,Europe/Warsaw,desktop,89.1,2026-02-06T09:26:07.567Z,US
